区域,小区名称,面积(㎡),户型,价格(元/月)
江岸,百步亭花园世博园,41,1室1厅1卫,1900
江岸,富强天合熙园,45,1室1厅1卫,1700
江岸,富强天合熙园,51,1室1厅1卫,2000
江岸,天下国际公馆,57,1室0厅1卫,2500
江岸,金色未来,60,1室1厅1卫,2000
江岸,汉飞青年城,33,1室1厅1卫,1800
江岸,圣诚阳光丽景,53,1室0厅1卫,1200
江岸,兰陵大公馆,58,1室1厅1卫,2700
江岸,名流世家,43,1室1厅1卫,1800
江岸,西马名仕,43,1室1厅1卫,2600
江岸,新长江国际,63,1室1厅1卫,3000
江岸,融科天城三期,48,1室0厅0卫,3200
江岸,福星惠誉榜YOUNG,49,1室0厅1卫,1400
江岸,百步亭花园世博园,41,1室1厅1卫,1900
江岸,富强天合熙园,42,1室1厅1卫,1800
江岸,越秀星汇君泊三期,36,1室1厅1卫,2100
江岸,越秀星汇君泊三期,36,1室1厅1卫,2100
江岸,汉飞青年城,32,1室1厅1卫,2100
江岸,大智公寓,35,1室0厅1卫,1900
江岸,西马名仕,43,1室1厅1卫,2500
江岸,新生活摩尔城,54,1室1厅1卫,1800
江岸,兰陵大公馆,58,1室1厅1卫,2800
江岸,福星惠誉榜YOUNG,50,1室1厅1卫,1600
江岸,格格屋,60,1室1厅1卫,3000
江岸,天下国际公馆,47,1室1厅1卫,3300
江岸,华中国际广场,39,1室1厅1卫,2000
江岸,航天双城,43,1室0厅1卫,2050
江岸,瑞景天成,81,2室1厅1卫,2200
江岸,澳门银座,43,1室1厅1卫,2000
江岸,融科天城五期,50,1室1厅1卫,3200
江岸,光明上海公馆,89,1室1厅1卫,1500
江岸,天下国际公馆,57,1室1厅1卫,2600
江岸,天悦尚景,45,1室1厅1卫,1400
江岸,天下国际公馆,60,1室1厅1卫,2500
江岸,志诚大厦,113,1室1厅1卫,2000
江岸,新长江国际,54,1室1厅1卫,2800
江岸,星悦城二期,139,1室0厅1卫,900
江岸,福星惠誉红桥城,56,1室1厅1卫,1000
江岸,天下国际公馆,60,1室1厅1卫,2500
江岸,新长江国际,54,1室1厅1卫,2800
江岸,星悦城二期,139,1室0厅1卫,900
江岸,越秀星汇君泊三期,36,1室1厅1卫,2000
江岸,福星惠誉红桥城,56,1室1厅1卫,1000
江岸,志诚大厦,113,1室1厅1卫,2000
江岸,民福金堡,41,1室1厅1卫,1900
江岸,锋尚时代大厦,33,1室1厅1卫,1500
江岸,中城国际,46,1室1厅1卫,3000
江岸,星悦城一期,117,1室1厅1卫,900
江岸,天悦尚景,45,1室1厅1卫,1400
江岸,航天双城,52,1室0厅1卫,1950
江岸,世纪家园,86,2室2厅1卫,2200
江岸,锦湖金利花园一期,19,1室0厅0卫,900
江岸,汉飞青年城,42,1室1厅1卫,1900
江岸,福星惠誉红桥城,60,1室1厅1卫,1700
江岸,君安花园,55,1室1厅1卫,1300
江岸,大智公寓,36,1室0厅1卫,1700
江岸,福星惠誉红桥城,60,1室1厅1卫,1400
江岸,大智公寓,36,1室1厅1卫,1800
江岸,大智公寓,36,1室0厅1卫,1700
江岸,大智公寓,53,1室1厅1卫,1800
江岸,大智公寓,36,1室1厅1卫,1800
江岸,五环大厦,22,1室0厅1卫,1150
江岸,香港路万科8号,54,1室1厅1卫,2600
江岸,中城国际,46,1室1厅1卫,2500
江岸,三阳金城,42,1室1厅1卫,2500
江岸,华智大厦,65,1室1厅1卫,2600
江岸,西马名仕,46,1室1厅1卫,2700
江岸,航天双城,40,1室1厅1卫,1850
江岸,三阳金城,42,1室1厅1卫,2500
江岸,越秀星汇君泊三期,60,1室1厅1卫,2500
江岸,兰陵大公馆,52,1室1厅1卫,2500
江岸,观湖铂金公寓,53,1室0厅1卫,1950
江岸,华清园,52,1室1厅1卫,2600
江岸,三阳金城,47,1室1厅1卫,2500
江岸,观湖铂金公寓,53,1室1厅1卫,2000
江岸,西马名仕,47,1室1厅1卫,2700
江岸,华清园,52,1室1厅1卫,2600
江岸,西马名仕,45,1室1厅1卫,2500
江岸,越秀星汇君泊三期,59,1室1厅1卫,2600
江岸,观湖铂金公寓,53,1室0厅1卫,2000
江岸,兰陵大公馆,52,1室1厅1卫,2100
江岸,观湖铂金公寓,53,1室0厅1卫,2500
江岸,长青广场,58,1室1厅1卫,2500
江岸,西马名仕,47,1室1厅1卫,2600
江岸,兰陵大公馆,58,1室1厅1卫,2650
江岸,民福金堡,59,1室1厅1卫,2700
江岸,华智大厦,39,1室0厅1卫,2000
江岸,兰陵大公馆,45,1室0厅1卫,2600
江岸,晟蓝花园,95,3室1厅1卫,2600
江岸,嘉锦苑,101,3室2厅1卫,2000
江岸,圣诚和园,91,2室1厅1卫,1600
江岸,俊华雅苑,58,1室1厅1卫,3000
江岸,俊华雅苑,45,1室1厅1卫,2000
江岸,中城国际,52,1室1厅1卫,3100
江岸,汉飞青年城,26,1室1厅1卫,1600
江岸,常阳永清城,52,1室1厅1卫,2800
江岸,西马名仕,47,1室1厅1卫,2600
江岸,新长江国际,60,1室1厅1卫,3000
江岸,中城国际,52,1室1厅1卫,3300
江岸,兰陵大公馆,56,1室1厅1卫,2800
江岸,融科天城四期,81,1室1厅1卫,6500
江岸,西马名仕,48,1室1厅1卫,2900
江岸,华清园,63,1室1厅1卫,2800
江岸,融科天城三期,48,1室1厅1卫,3800
江岸,天下国际公馆,48,1室1厅1卫,3500
江岸,越秀星汇君泊越天地,56,1室1厅2卫,3000
江岸,怡东大厦,79,1室0厅0卫,3500
江岸,永清小区,35,1室1厅1卫,1800
江岸,俊华雅苑,37,1室1厅1卫,1800
江岸,天下国际公馆,60,1室1厅1卫,2500
江岸,西马名仕,48,1室1厅1卫,2600
江岸,澳门银座,57,1室1厅1卫,1700
江岸,华智大厦,27,1室0厅1卫,1500
江岸,融科天城五期,47,1室0厅1卫,2600
江岸,世纪皇冠,41,1室0厅1卫,2000
江岸,汉飞青年城,38,1室0厅1卫,1800
江岸,丹水国际,41,1室0厅1卫,1500
江岸,大智公寓,32,1室0厅1卫,2000
江岸,大智公寓,39,1室0厅1卫,1800
江岸,格格屋,61,1室1厅1卫,2800
江岸,大智公寓,39,1室1厅1卫,2100
江岸,大智公寓,39,1室0厅1卫,2600
江岸,兰陵大公馆,57,1室1厅1卫,2600
江岸,长青广场,49,1室1厅1卫,2100
江岸,三阳金城,42,1室0厅1卫,2500
江岸,长盛公寓,65,1室1厅1卫,2500
江岸,汉飞青年城,45,1室1厅1卫,2600
江岸,桃源大厦,34,1室1厅1卫,2100
江岸,新长江国际,52,1室1厅1卫,2800
江岸,汉飞青年城,41,1室0厅1卫,2100
江岸,现代城市广场,40,1室1厅1卫,1900
江岸,六合新界,56,1室1厅1卫,3400
江岸,工行大楼职工公寓,46,1室1厅1卫,1400
江岸,大智公寓,36,1室1厅1卫,1700
江岸,越秀星汇君泊越天地,56,1室0厅0卫,3500
江岸,汉飞青年城,35,1室1厅1卫,2000
江岸,中城国际,57,1室1厅1卫,3200
江岸,常阳永清城,52,1室1厅1卫,3200
江岸,兰陵大公馆,57,1室1厅1卫,2600
江岸,三阳金城,42,1室0厅1卫,2500
江岸,富强天合熙园,44,1室1厅1卫,1600
江岸,西马名仕,43,1室1厅1卫,2500
江岸,金色未来,35,1室1厅1卫,1900
江岸,东方大厦,39,1室0厅1卫,1500
江岸,汉飞青年城,38,1室1厅1卫,2000
江岸,桃源大厦,34,1室1厅1卫,2100
江岸,观湖铂金公寓,53,1室0厅1卫,2100
江岸,锋尚时代大厦,33,1室0厅1卫,1600
江岸,六合新界,56,1室1厅1卫,3000
江岸,长盛公寓,65,1室1厅1卫,2500
江岸,汉飞青年城,45,1室1厅1卫,2600
江岸,俊华雅苑,58,1室1厅1卫,2000
江岸,中城国际,46,1室1厅1卫,3000
江岸,大智公寓,35,1室0厅1卫,1800
江岸,三阳广场,64,1室1厅1卫,2600
江岸,航天双城,40,1室1厅1卫,2000
江岸,中城国际,57,1室1厅1卫,3300
江岸,长盛公寓,51,1室1厅1卫,2500
江岸,六合新界,56,1室1厅1卫,3400
江岸,大智公寓,50,1室1厅1卫,2000
江岸,汉飞青年城,41,1室1厅1卫,3500
江岸,融科天城五期,42,1室0厅0卫,3000
江岸,格格屋,58,1室1厅1卫,2500
江岸,东勤佳苑,93,3室2厅1卫,2200
江岸,汉飞青年城,29,1室0厅1卫,1800
江岸,大智公寓,36,1室0厅1卫,1700
江岸,格格屋,40,1室1厅1卫,1800
江岸,世纪皇冠,50,1室1厅1卫,2500
江岸,安静后街,52,1室1厅1卫,1700
江岸,融科天城三期,48,1室1厅1卫,3500
江岸,新长江国际,54,1室1厅1卫,3500
江岸,华智大厦,39,1室1厅1卫,1900
江岸,融科天城一期,83,1室1厅1卫,4800
江岸,汉飞青年城,38,1室1厅1卫,1600
江岸,德润大厦,33,1室0厅1卫,2000
江岸,中城国际,52,1室1厅1卫,3000
江岸,格格屋,36,1室0厅1卫,2000
江岸,大智嘉园,33,1室1厅1卫,1500
江岸,越秀星汇君泊越天地,56,1室1厅1卫,1700
江岸,百步亭金桥汇II期,118,1室1厅1卫,1300
江岸,后湖华庭,118,3室2厅1卫,2300
江岸,绿缘路,60,1室2厅1卫,1400
江岸,世纪家园,87,2室2厅1卫,2200
江岸,车站街华清社区,25,1室1厅1卫,1100
江岸,友益街大楼,54,1室1厅1卫,1100
江岸,蔡家田A区,55,1室1厅1卫,2000
江岸,星悦城华廷,91,2室1厅1卫,2300
江岸,东勤佳苑,91,3室2厅1卫,2200
江岸,晟蓝花园,93,2室1厅1卫,2000
江岸,跃进家园B区,100,3室2厅1卫,2300
江岸,景兰苑,90,3室2厅1卫,2200
江岸,东勤佳苑,92,3室1厅1卫,2200
江岸,圣诚和园,91,2室2厅1卫,2500
江岸,安静社区红艳村,33,1室1厅1卫,1000
江岸,长安社区,32,1室0厅1卫,1200
江岸,江汉北路34号,31,1室1厅1卫,1700
江岸,安静社区红艳村,34,1室1厅1卫,1400
江岸,保成路67号,44,1室1厅1卫,1400
江岸,长安里,25,1室0厅1卫,1200
江岸,渣家左路,28,1室1厅1卫,1600
江岸,袁家墩,38,1室1厅1卫,1800
江岸,百步雅庭,60,1室1厅1卫,1600
江岸,安静社区,41,1室0厅0卫,3700
江岸,国信城,25,1室0厅1卫,1300
江岸,蔡家田A区,71,1室1厅1卫,2800
江岸,解放大道1308号,49,1室1厅1卫,3000
江岸,吉庆街,30,1室0厅1卫,1300
江岸,吉庆小墅,21,1室0厅1卫,1200
江岸,熊家台小区,40,1室1厅1卫,1200
江岸,仁义社区,40,1室1厅1卫,1500
江岸,吉庆街44号,37,1室1厅1卫,1600
江岸,永清小区,35,1室1厅1卫,1600
江岸,麟趾社区,30,1室1厅1卫,1200
江岸,保成社区,45,1室1厅1卫,1000
江岸,车站街华清社区,25,1室1厅1卫,1100
江岸,佳园小区(江岸),38,1室1厅1卫,1300
江岸,渣家路,32,1室1厅1卫,1650
江岸,公安一村,50,1室1厅1卫,1300
江岸,球横小区,43,1室1厅1卫,1380
江岸,阳电里,50,1室1厅1卫,1400
江岸,景福小区,48,1室1厅1卫,1650
江岸,天津路22号,66,1室0厅1卫,2000
江岸,盛景天地盛景国际,83,2室2厅1卫,2600
江岸,青青美庐东区,129,3室2厅2卫,3000
江岸,圣诚和园,82,2室1厅1卫,2500
江岸,东方恒星园,158,4室2厅2卫,3500
江岸,同庆阁小区,50,1室1厅1卫,1500
江岸,球横小区,30,1室1厅1卫,1200
江岸,铭新小区,37,1室1厅1卫,1200
江岸,塘新社区,45,1室1厅1卫,1800
江岸,上海路1号,53,1室1厅2卫,2000
江岸,青青美庐东区,91,2室2厅1卫,2600
江岸,劳动街,42,1室1厅1卫,2600
江岸,楚乐戏苑,46,1室1厅1卫,1700
江岸,胜利街313号,45,1室1厅1卫,1900
江岸,歌舞剧院,42,1室1厅1卫,2000
江岸,大华村,37,1室1厅1卫,1700
江岸,麟趾社区,45,1室1厅1卫,1900
江岸,麟趾社区,42,1室1厅1卫,2000
江岸,五福小区二门,35,1室1厅1卫,1700
江岸,车站街华清社区,38,1室1厅1卫,1700
江岸,进化村,48,1室1厅1卫,1300
江岸,塘新社区,51,1室1厅1卫,1500
江岸,楚乐戏苑,48,1室1厅1卫,1600
江岸,解放南路,30,1室1厅1卫,1200
江岸,塘新社区,35,1室1厅1卫,1500
江岸,蔡家田A区,54,1室1厅1卫,1600
江岸,车站街华清社区,25,1室1厅1卫,1000
江岸,球横小区,35,1室1厅1卫,1500
江岸,球横小区,59,1室1厅1卫,1000
江岸,黎黄陂路4号,41,1室1厅1卫,1800
江岸,佳园小区(江岸),38,1室1厅1卫,1300
江岸,瑞云居,111,3室1厅2卫,2100
江岸,宏宇绿色新都,85,1室0厅1卫,1200
江岸,晟蓝花园,85,2室1厅1卫,2500
江岸,金岛金桥壹号,43,2室1厅1卫,2000
江岸,瑞云公馆,44,2室1厅2卫,2500
江岸,瑞云居,126,3室2厅2卫,2900
江岸,紫御公馆,73,2室2厅1卫,2700
江岸,紫御公馆,73,2室2厅1卫,2500
江岸,盛景天地盛景国际,89,2室2厅1卫,3000
江岸,东方恒星园,75,2室2厅1卫,2500
江岸,金岛金桥壹号,33,2室1厅1卫,2800
江岸,青青美庐西区,131,3室1厅2卫,3000
江岸,紫竹园(江岸),173,3室2厅2卫,3800
江岸,青青美庐东区,130,3室2厅2卫,3300
江岸,圣诚和园,120,3室2厅2卫,3000
江岸,圣诚和园,76,2室1厅1卫,2500
江岸,盛景天地盛景国际,79,2室1厅1卫,2000
江岸,御景东方,42,1室1厅1卫,1700
江岸,紫御公馆,73,2室2厅1卫,2600
江岸,青青美庐东区,53,1室0厅1卫,1200
江岸,圣诚和园,78,2室2厅1卫,2000
江岸,盛景天地盛景国际,84,2室2厅1卫,3000
江岸,瑞云公馆,44,2室1厅2卫,2600
江岸,景兰苑,89,3室2厅1卫,2200
江岸,圣诚和园,120,4室1厅2卫,2800
江岸,瑞云居,75,2室1厅1卫,2600
江岸,晟蓝花园,83,2室1厅1卫,2600
江岸,瑞云居,75,2室1厅1卫,2700
江岸,东方恒星园,61,2室1厅1卫,1800
江岸,星悦城华廷,90,3室1厅1卫,2300
江岸,景兰苑,90,2室2厅1卫,2200
江岸,景兰苑,78,2室2厅1卫,2200
江岸,百步亭金桥汇,35,2室1厅1卫,2200
江岸,七星香山花园,100,3室1厅1卫,2700
江岸,国庭,30,1室1厅1卫,700
江岸,金岛金桥壹号,43,2室1厅1卫,2100
江岸,紫竹园(江岸),149,3室2厅1卫,3000
江岸,紫竹园(江岸),179,2室2厅2卫,3700
江岸,青青美庐东区,113,3室1厅2卫,2500
江岸,汇悦天地二期,90,2室2厅1卫,1800
江岸,现代城一区,96,3室2厅1卫,2800
江岸,百步亭金桥汇,45,2室1厅1卫,2200
江岸,现代城一区,91,2室2厅1卫,2700
江岸,汉口花园淡莲轩,97,2室1厅1卫,2600
江岸,越秀星汇君泊,91,3室1厅1卫,3500
江岸,银城大厦,103,3室2厅1卫,3200
江岸,星悦城一期,97,3室2厅1卫,3500
江岸,美联联邦生活区二期城仕,108,3室2厅2卫,3000
江岸,国际百纳,95,3室1厅1卫,3500
江岸,国际百纳,95,3室2厅1卫,3200
江岸,美联联邦生活区二期城仕,98,3室2厅1卫,3200
江岸,九运大厦,105,3室2厅1卫,4000
江岸,光明上海公馆,106,3室2厅1卫,1100
江岸,美联联邦生活区二期城仕,107,3室2厅1卫,3500
江岸,汉口花园幽兰居,90,2室2厅1卫,2700
江岸,汉口滨江公馆,106,2室1厅1卫,6000
江岸,清芷园,103,3室2厅1卫,800
江岸,陌陌屋三元中央公园,100,3室1厅2卫,2900
江岸,汉口花园幽兰居,90,2室2厅1卫,2700
江岸,越秀星汇君泊,91,2室2厅1卫,3000
江岸,光明上海公馆,109,3室2厅1卫,3100
江岸,福星惠誉榜YOUNG,105,3室2厅1卫,3100
江岸,日月星城,99,2室2厅1卫,2600
江岸,融科天城一期,106,3室2厅1卫,4300
江岸,钻石大厦,101,3室2厅1卫,3800
江岸,福星惠誉榜YOUNG,106,3室2厅1卫,2800
江岸,武汉天地二期A6,92,2室2厅2卫,6500
江岸,七一中学教工社区,84,3室1厅1卫,1500
江岸,武铁黄埔小区,90,2室2厅1卫,2200
江岸,青青美庐东区,127,3室2厅2卫,2500
江岸,后湖生态花园荷花苑,135,3室2厅1卫,3000
江岸,长江委长顺园,116,3室1厅1卫,2300
江岸,温馨苑AB区,138,3室2厅2卫,2300
江岸,长江明珠,92,3室1厅1卫,1900
江岸,统建新干线,94,3室1厅1卫,1500
江岸,奥林紫园,95,3室1厅1卫,2000
江岸,美联联邦生活区二期城仕,96,3室2厅1卫,3000
江岸,融创公园壹号三期,108,3室2厅1卫,1800
江岸,福星惠誉红桥城,91,3室1厅1卫,1700
江岸,锦湖金利花园二期,101,3室2厅1卫,2100
江岸,光明上海公馆,92,2室1厅1卫,3000
江岸,百步亭花园世博园,92,3室2厅1卫,2500
江岸,台北三村78到85号,97,2室1厅1卫,2000
江岸,日月星城,100,2室2厅1卫,2500
江岸,汉口花园淡莲轩,99,2室2厅1卫,2900
江岸,福星惠誉榜YOUNG,102,3室1厅1卫,2000
江岸,汉口花园怡菊院,97,3室2厅1卫,1600
江岸,现代城二区,93,2室2厅1卫,2600
江岸,汉口花园幽兰居,91,2室2厅1卫,2500
江岸,现代城一区,92,2室2厅1卫,2600
江岸,星悦城三期,90,3室1厅1卫,2500
江岸,中福时代,96,3室1厅1卫,3600
江岸,福星惠誉榜YOUNG,97,2室2厅1卫,2500
江岸,七星香山花园,136,3室2厅2卫,2800
江岸,美联联邦生活区二期城仕,98,3室2厅1卫,3000
江岸,美联联邦生活区二期城仕,100,3室2厅1卫,3000
江岸,美联联邦生活区二期城仕,92,3室2厅1卫,2600
江岸,长青广场,95,2室1厅1卫,3800
江岸,德盛大厦,103,2室2厅1卫,2800
江岸,建华大厦,95,2室2厅1卫,3700
江岸,陌陌屋三元中央公园,99,2室2厅2卫,3500
江岸,尚都一品,94,3室2厅1卫,3200
江岸,越秀星汇君泊,91,2室1厅1卫,3000
江岸,世纪皇冠,99,2室2厅1卫,3800
江岸,世纪皇冠,98,3室2厅1卫,3800
江岸,福星惠誉榜YOUNG,101,3室1厅2卫,2800
江岸,越秀星汇君泊,91,2室1厅1卫,4000
江岸,融科天城二期,97,3室1厅1卫,5000
江岸,汉口花园逸松庭,98,3室1厅1卫,2800
江岸,越秀星汇君泊,91,3室1厅1卫,3000
江岸,汉口花园幽兰居,91,2室1厅1卫,2600
江岸,长江明珠,92,3室1厅1卫,2800
江岸,金源世界中心,107,2室1厅1卫,3800
江岸,现代城市广场,100,2室2厅1卫,4000
江岸,大智嘉园,97,2室1厅1卫,4100
江岸,德盛大厦,100,2室2厅1卫,2800
江岸,光明上海公馆,107,3室2厅1卫,3000
江岸,日月星城,99,2室2厅1卫,2800
江岸,大智嘉园,97,2室1厅1卫,4100
江岸,大智嘉园,97,3室2厅1卫,5000
江岸,航天双城,91,2室1厅1卫,3200
江岸,陌陌屋三元中央公园,100,3室2厅2卫,3000
江岸,汇悦天地二期,90,3室1厅1卫,2500
江岸,华清园,94,2室2厅1卫,3800
江岸,中森华国际城,92,4室2厅1卫,4300
江岸,国际百纳,97,3室2厅1卫,3100
江岸,美联联邦生活区二期城仕,97,2室1厅1卫,2900
江岸,美联联邦生活区二期城仕,108,3室2厅2卫,3300
江岸,美联联邦生活区二期城仕,107,3室1厅2卫,3000
江岸,竹苑雅居,106,3室2厅1卫,2600
江岸,福星惠誉榜YOUNG,105,3室2厅1卫,3400
江岸,三阳广场,107,2室2厅1卫,4500
江岸,越秀星汇君泊三期,91,2室2厅1卫,2700
江岸,尚都一品,96,3室2厅1卫,3000
江岸,日月星城,98,2室1厅1卫,2500
江岸,融科天城四期,92,2室2厅1卫,5200
江岸,星悦城一期,95,4室1厅1卫,2800
江岸,三阳广场,108,2室1厅1卫,3900
江岸,汉口滨江公馆,106,2室2厅1卫,5000
江岸,越秀星汇君泊,91,2室2厅1卫,2800
江岸,现代城二区,95,2室2厅1卫,2500
江岸,国际百纳,100,2室1厅2卫,2800
江岸,富强天合园,94,2室2厅1卫,2800
江岸,福星惠誉榜YOUNG,102,3室2厅1卫,2600
江岸,西马名仕,103,2室1厅1卫,4000
江岸,国际百纳,100,2室1厅2卫,2800
江岸,富强天合园,94,2室2厅1卫,2800
江岸,福星惠誉榜YOUNG,102,3室2厅1卫,2600
江岸,西马名仕,103,2室1厅1卫,4000
江岸,美联联邦生活区二期城仕,110,3室2厅2卫,3600
江岸,赏荷居,98,2室2厅1卫,3200
江岸,美联联邦生活区二期城仕,97,2室1厅1卫,3100
江岸,汉口花园逸松庭,98,2室2厅1卫,3000
江岸,国际百纳,100,3室1厅1卫,3000
江岸,越秀星汇君泊,92,2室2厅1卫,3600
江岸,尚都一品,93,3室1厅1卫,2600
江岸,幸福湾二期,96,3室1厅1卫,2500
江岸,光明上海公馆,108,3室2厅1卫,2800
江岸,星悦城一期,99,3室1厅2卫,3300
江岸,航天双城,91,2室1厅1卫,4200
江岸,越秀星汇君泊,90,2室2厅1卫,2700
江岸,越秀星汇君泊,91,2室1厅1卫,3200
江岸,星悦城华廷,93,1室1厅1卫,1900
江岸,富强天合园,92,2室2厅1卫,3000
江岸,国际百纳,100,4室1厅1卫,3000
江岸,融创融公馆,110,3室2厅2卫,3100
江岸,福星惠誉红桥城,91,3室1厅1卫,2600
江岸,常阳永清城,97,2室1厅1卫,4600
江岸,越秀星汇君泊,91,2室1厅1卫,2900
江岸,福星惠誉红桥城,92,3室1厅1卫,2500
江岸,融科天城二期,95,3室1厅1卫,4800
江岸,塔子湖·锦绣家园雅菊苑,107,3室2厅1卫,2500
江岸,中城国际,91,2室2厅1卫,4200
江岸,德盛大厦,103,2室2厅1卫,2600
江岸,现代城二区,93,2室2厅1卫,2500
江岸,福星惠誉榜YOUNG,102,3室2厅1卫,2600
江岸,西马名仕,103,2室1厅1卫,4000
江岸,光明上海公馆,96,2室2厅1卫,2600
江岸,汉口花园怡菊院,97,2室1厅1卫,2650
江岸,现代城二区,95,2室2厅1卫,2500
江岸,奥林紫园,99,3室2厅1卫,2800
江岸,幸福湾二期,95,2室2厅2卫,2800
江岸,汉口花园幽兰居,92,2室2厅1卫,2600
江岸,银城大厦,106,2室2厅1卫,2900
江岸,奥林紫园,95,2室1厅1卫,2500
江岸,越秀星汇君泊,91,3室2厅1卫,2800
江岸,幸福湾一期,96,3室1厅1卫,1400
江岸,台北一路客运宿舍,60,2室1厅1卫,2200
江岸,聚才南苑,130,3室2厅2卫,2200
江岸,温馨苑CD区,117,3室2厅2卫,2200
江岸,安居苑D区,120,3室2厅2卫,2300
江岸,武铁黄埔小区,89,2室2厅1卫,2300
江岸,世纪家园,89,1室1厅1卫,1600
江岸,三阳社区,80,2室1厅1卫,2300
江岸,安居苑C区,136,3室2厅2卫,2300
江岸,福星惠誉红桥城,92,2室2厅1卫,2500
江岸,福星惠誉红桥城,92,3室1厅1卫,2100
江岸,大智商城,97,2室1厅1卫,2800
江岸,德盛大厦,100,2室2厅1卫,2500
江岸,新世界梦湖香郡三期,94,3室1厅1卫,2500
江岸,赏荷居,96,3室1厅1卫,3000
江岸,外滩洞庭首府,92,4室1厅2卫,3200
江岸,大智嘉园,93,2室1厅1卫,3600
江岸,声直大厦,98,2室1厅1卫,3500
江岸,尚都一品,95,3室2厅1卫,3200
江岸,融科天城一期,106,3室1厅1卫,5000
江岸,武汉天地二期A8,100,2室2厅1卫,6800
江岸,金地京汉1903,99,2室2厅1卫,5500
江岸,常阳永清城,108,3室2厅1卫,5000
江岸,新长江国际,92,2室2厅1卫,4000
江岸,民福金堡,106,3室1厅2卫,4000
江岸,德盛大厦,103,2室1厅1卫,2700
江岸,德盛大厦,100,2室1厅1卫,2800
江岸,三阳金城,93,2室1厅1卫,4300
江岸,德盛大厦,104,2室2厅1卫,2800
江岸,三阳金城,92,2室2厅1卫,4300
江岸,融科天城二期,96,3室2厅1卫,4500
江岸,德盛大厦,99,2室2厅1卫,2800
江岸,七星香山花园,154,4室2厅2卫,3200
江岸,七星香山花园,134,4室2厅2卫,3600
江岸,武汉数码港,102,2室1厅1卫,3500
江岸,美联联邦生活区二期城仕,105,3室2厅2卫,3300
江岸,三阳广场,108,2室1厅1卫,3600
江岸,三阳金城,96,2室1厅1卫,3950
江岸,常阳永清城,109,3室2厅2卫,6000
江岸,金地京汉1903,99,2室2厅1卫,5000
江岸,融科天城二期,96,3室1厅1卫,4500
江岸,航天双城,92,2室1厅1卫,3500
江岸,华清园,94,2室1厅1卫,3800
江岸,三阳金城,96,2室1厅1卫,4500
江岸,大智商城,106,3室2厅1卫,3200
江岸,新长江国际,104,3室2厅1卫,9500
江岸,中森华国际城,92,2室1厅1卫,1800
江岸,中城国际,92,2室2厅2卫,4300
江岸,融科天城一期,101,3室1厅1卫,4600
江岸,大智商城,106,3室2厅1卫,3200
江岸,航天双城,92,2室1厅1卫,3500
江岸,华清园,94,2室1厅1卫,3800
江岸,三阳金城,96,2室1厅1卫,4500
江岸,中城国际,92,2室2厅2卫,4300
江岸,金地京汉1903,90,2室1厅1卫,4500
江岸,观园小区,102,3室2厅1卫,1700
江岸,兰陵大公馆,98,2室2厅1卫,2500
江岸,中福时代,96,2室2厅1卫,3600
江岸,丹水嘉苑,92,2室1厅1卫,1300
江岸,江岸区连城小区,104,3室1厅1卫,2100
江岸,佳园小区(江岸),106,2室2厅1卫,1800
江岸,阳电里,100,3室2厅1卫,1900
江岸,添樂花园,94,2室2厅1卫,1900
江岸,园丰供电小区,91,2室1厅1卫,1800
江岸,解放大道2048堤角小区,94,2室1厅1卫,1800
江岸,颐园公寓,101,2室2厅1卫,2600
江岸,百步雅庭,97,2室2厅2卫,2800
江岸,佳园小区(江岸),93,2室2厅1卫,2000
江岸,劳动街,98,3室1厅1卫,3500
江岸,渣家路,109,3室2厅1卫,1600
江岸,楚乐戏苑,92,2室2厅1卫,1800
江岸,汉口新城公园世家,88,2室1厅1卫,1000
江岸,丹枫苑,83,2室1厅1卫,1500
江岸,城开二七城市广场,39,2室1厅1卫,2000
江岸,百胜家想时代,72,2室1厅1卫,2000
江岸,众联天美国际,43,2室2厅1卫,2600
江岸,汉口花园怡菊院,89,2室2厅1卫,3000
江岸,城开二七城市广场,40,2室1厅1卫,2500
江岸,众联天美国际,53,3室1厅2卫,2500
江岸,汇悦天地二期,140,3室2厅2卫,2000
江岸,星悦城二期,116,3室2厅2卫,2600
江岸,幸福湾二期,116,3室2厅2卫,2500
江岸,美联联邦生活区二期城仕,86,3室1厅1卫,3000
江岸,美联联邦生活区二期城仕,87,3室1厅1卫,2800
江岸,文卉苑,88,2室2厅1卫,2500
江岸,常阳永清城,195,4室2厅3卫,9000
江岸,陌陌屋三元中央公园,89,2室1厅1卫,2700
江岸,汇悦天地二期,90,3室1厅1卫,3000
江岸,汇悦天地二期,90,2室2厅1卫,2800
江岸,艺树家,133,3室1厅1卫,4500
江岸,锦江苑,80,2室1厅1卫,3000
江岸,中一花园,150,4室2厅2卫,3500
江岸,日月星城,170,4室2厅2卫,5500
江岸,日月星城,136,3室2厅3卫,3500
江岸,艺树家,137,3室2厅2卫,4500
江岸,天下国际公馆,220,4室2厅2卫,8500
江岸,汉口花园淡莲轩,120,3室1厅2卫,3000
江岸,中城国际,76,2室1厅1卫,4500
江岸,汉口花园淡莲轩,116,3室2厅2卫,2700
江岸,越秀星汇君泊三期,90,2室2厅1卫,2800
江岸,常阳永清城,161,3室2厅2卫,10000
江岸,富豪公寓,80,3室1厅1卫,3800
江岸,融创公园壹号三期,121,3室2厅2卫,3200
江岸,汉口花园清桐阁,118,3室2厅2卫,3200
